acnumber,custid,first_name,last_name,branch_city,account_status,account_typeaccount_activation_date,account_balance,phone,kyc_status,tri_monthly_avg_balance
A01151,C01151,Greta,Windsor,Tallahassee,SUSPENDED,DMAT,10-07-1994,32345,8929162265,N,1419
A00670,C00670,Marjorie,Stewart,Zurich,SUSPENDED,DMAT,05-07-1994,43557,7582383792,Y,3073
A00644,C00644,Ryan,Vernon,Oklahoma City,SUSPENDED,DMAT,08-06-1994,27140,8865116429,N,3007
A00233,C00233,Tanner,Collins,Guarulhos,SUSPENDED,DMAT,20-05-1994,42072,6995687262,Y,8564
A00742,C00742,Marilyn,Stone ,San Francisco,SUSPENDED,DMAT,05-05-1994,31658,6682534935,Y,5020
A00207,C00207,Clark,Bonner,Mercedes,SUSPENDED,DMAT,02-05-1994,30064,7661545554,N,2670
A00816,C00816,Elena,Vaughn,Kansas City,ACTIVE,CURRENT,02-05-1994,43918,6158382764,N,8827
A00043,C00043,Stephen,Moses,Tarakan,SUSPENDED,DMAT,29-04-1994,22633,6758552781,N,1622
A01067,C01067,Rachael,Greenwood,Santa Ana,INACTIVE,SAVINGS,06-04-1994,36363,8855537834,N,6375
A00865,C00865,Jayden,Lowe,Wien,INACTIVE,SAVINGS,01-04-1994,28180,6378481244,Y,4157
A00579,C00579,Henry,Bright,Ontario,SUSPENDED,DMAT,26-03-1994,26132,6591237782,N,1694
A00922,C00922,Alex,Warden,Richmond,SUSPENDED,DMAT,15-03-1994,28174,6592398885,Y,6458
A00991,C00991,Jasmine,Jones,Fullerton,INACTIVE,SAVINGS,12-03-1994,30052,6754228188,N,6594
A01188,C01188,Anthony,Vollans,Henderson,SUSPENDED,DMAT,10-03-1994,25616,7634646498,Y,2150
A00510,C00510,Destiny,Wade,Louisville,ACTIVE,CURRENT,20-02-1994,48308,9782631584,Y,8072
A01391,C01391,Penelope,Rogers,Washington,INACTIVE,SAVINGS,05-02-1994,42713,8166686144,Y,3732
A00309,C00309,Stella,Gutierrez,Central Water Catchment,ACTIVE,CURRENT,02-02-1994,16879,7126787617,Y,8307
A00839,C00839,Daniel,Asher,St. Louis,INACTIVE,SAVINGS,16-01-1994,28787,7396642552,N,5093
A00975,C00975,Jamie,Barclay,Kansas City,SUSPENDED,DMAT,02-01-1994,44084,9565185822,N,5924
A00946,C00946,Carina,Hammond,Nashville,INACTIVE,SAVINGS,01-01-1994,31283,8128767255,Y,4345
A00531,C00531,Charlotte,Jarvis,Santa Ana,INACTIVE,SAVINGS,23-12-1993,43441,9631869322,N,5559
A00241,C00241,Jenna,Barnett,Isla de Pascua,SUSPENDED,DMAT,20-12-1993,47785,8217824472,Y,2853
A00375,C00375,Kylee,Garner,Judenburg,INACTIVE,SAVINGS,18-12-1993,18311,9273789445,N,6737
A00747,C00747,Emmanuelle,Gilbert,Houston,INACTIVE,SAVINGS,18-12-1993,24538,7489444475,N,9582
A00295,C00295,Dorothy,Gallagher,Mielec,SUSPENDED,DMAT,15-12-1993,24689,9719287783,N,5916
A00046,C00046,Phillip,Zamora,Klagenfurt,ACTIVE,CURRENT,02-12-1993,29541,9833714765,Y,2701
A00062,C00062,Connor,Moody,Draguignan,SUSPENDED,DMAT,01-12-1993,21260,9383464292,Y,4428
A01104,C01104,Eve,Holt,Henderson,INACTIVE,SAVINGS,24-11-1993,36790,7772293636,Y,6229
A00479,C00479,Jason,Clements,Palma de Mallorca,ACTIVE,CURRENT,05-11-1993,16629,7913474375,N,4196
A01283,C01283,Anthony,Gilbert,Bellevue,INACTIVE,SAVINGS,27-10-1993,21285,9584572342,Y,5013
A00631,C00631,Johnny,Bryant,Saint Paul,INACTIVE,SAVINGS,21-10-1993,25858,8593665365,N,3053
A00650,C00650,Oliver,Ryan,Cincinnati,INACTIVE,SAVINGS,20-10-1993,35244,6732525722,Y,5645
A00227,C00227,Illiana,Weeks,Huizingen,ACTIVE,CURRENT,13-10-1993,44574,9712255846,N,7199
A01214,C01214,Dasha,Dallas,Miami,SUSPENDED,DMAT,07-10-1993,33219,9472282556,N,6968
A00525,C00525,Ryan,Widdows,San Jose,SUSPENDED,DMAT,06-10-1993,17966,8311295258,Y,7609
A01341,C01341,Rosalee,Kennedy,Amarillo,ACTIVE,CURRENT,05-10-1993,42087,8811754488,N,7984
A00125,C00125,Erasmus,Crosby,Rahimyar Khan,SUSPENDED,DMAT,13-09-1993,27235,8856552216,Y,7870
A01061,C01061,Luke,Boyle,Salem,SUSPENDED,DMAT,13-09-1993,29423,7215581522,Y,7326
A00557,C00557,Aiden,Plant,Glendale,ACTIVE,CURRENT,22-08-1993,16536,8225687852,Y,2697
A00791,C00791,Anne,Clarke,Richmond,ACTIVE,CURRENT,19-08-1993,18917,8386652848,N,7381
A00487,C00487,Dane,Long,Haripur,ACTIVE,CURRENT,28-07-1993,20147,7388144782,N,5706
A01080,C01080,Logan,Rixon,Paris,SUSPENDED,DMAT,16-07-1993,46861,7157866437,Y,4669
A00409,C00409,Flynn,Cole,Solingen,INACTIVE,SAVINGS,13-07-1993,37815,7446732892,Y,4384
A01417,C01417,Chadwick,Eaton,San Jose,INACTIVE,SAVINGS,13-07-1993,30733,7242815367,N,6020
A00122,C00122,Imogene,Kirby,Częstochowa,INACTIVE,SAVINGS,11-07-1993,44428,6858143575,Y,8359
A01237,C01237,Quinn,Upsdell,Long Beach,INACTIVE,SAVINGS,30-06-1993,39336,9352337946,Y,6851
A00166,C00166,Velma,Gamble,Oliver,INACTIVE,SAVINGS,26-06-1993,42210,6836479872,Y,1721
A00973,C00973,Jessica,Uddin,Sacramento,INACTIVE,SAVINGS,24-06-1993,40567,8174364683,Y,1247
A00615,C00615,Chadwick,Mooney,Orlando,SUSPENDED,DMAT,23-06-1993,46955,8637857217,N,4362
A00777,C00777,Colleen,Becker,Atlanta,SUSPENDED,DMAT,04-06-1993,27633,6618374334,Y,5275
A01388,C01388,Carmella,Sherry,Boston,ACTIVE,CURRENT,01-06-1993,16631,7255341863,Y,1279
A01424,C01424,Luke,Matthews,Albuquerque,ACTIVE,CURRENT,05-05-1993,39717,6945755745,Y,4322
A00194,C00194,Dominique,Kaufman,Fresia,INACTIVE,SAVINGS,29-04-1993,47213,8345682584,Y,3017
A01257,C01257,Aleksandra,Cavanagh,Phoenix,INACTIVE,SAVINGS,25-04-1993,40270,9155386364,Y,5037
A00582,C00582,Eileen,Campbell,San Diego,ACTIVE,CURRENT,19-04-1993,46030,9785251344,Y,2827
A00978,C00978,Mayleen,Connor,Hollywood,ACTIVE,CURRENT,19-04-1993,21691,9155755276,N,3158
A00452,C00452,Chase,Stanley,Whakatane,ACTIVE,CURRENT,09-04-1993,22913,8783951232,N,3955
A00566,C00566,Madelyn,Abbey,Huntsville,ACTIVE,CURRENT,07-04-1993,19909,7594686387,Y,9407
A01168,C01168,Dakota,Butler,New York,SUSPENDED,DMAT,03-04-1993,22051,7374178692,Y,8238
A00686,C00686,Elijah,Craig,London,INACTIVE,SAVINGS,08-03-1993,24408,7735146142,Y,8558
A01306,C01306,Shannon,Addis,Milwaukee,ACTIVE,CURRENT,25-02-1993,33885,9736386248,N,3128
A00153,C00153,Colin,Stokes,Iquitos,SUSPENDED,DMAT,30-01-1993,43052,8835833884,Y,5072
A00621,C00621,Mara,Funnell,Kansas City,INACTIVE,SAVINGS,29-01-1993,34619,6251233497,Y,5129
A00503,C00503,Ryan,Ellwood,Murfreesboro,ACTIVE,CURRENT,16-01-1993,20438,9875268989,N,8266
A00906,C00906,Carmella,Henderson,Worcester,ACTIVE,CURRENT,12-01-1993,28718,9979377533,Y,6415
A01121,C01121,Ron,Dickson,Lakewood,INACTIVE,SAVINGS,04-01-1993,45272,6368558463,Y,3527
A00666,C00666,Sara,Bright,Amarillo,INACTIVE,SAVINGS,02-01-1993,47649,9453887554,Y,6638
A00939,C00939,Jenna,Richardson,Arlington,SUSPENDED,DMAT,24-12-1992,32455,6547298339,N,3953
A00745,C00745,Tyler,Kennedy,Tokyo,ACTIVE,CURRENT,04-12-1992,22749,9746523233,Y,3716
A01200,C01200,Holly,Sloan,Anaheim,ACTIVE,CURRENT,27-11-1992,26684,9612566794,Y,5901
A00527,C00527,Phoebe,Reading,Ontario,SUSPENDED,DMAT,21-11-1992,32046,7237545256,N,6047
A00399,C00399,Ora,Bradshaw,Bukit Batok,ACTIVE,CURRENT,11-11-1992,49309,9321153758,N,4201
A00540,C00540,Bart,Harvey,Washington,INACTIVE,SAVINGS,04-11-1992,15847,8554385267,N,7576
A00160,C00160,Renee,Vinson,Lelystad,SUSPENDED,DMAT,02-11-1992,46558,9939564984,N,9308
A00735,C00735,Jade,Bradley,Norfolk,ACTIVE,CURRENT,06-10-1992,22848,6648782973,N,2777
A00770,C00770,Bree,Rose,Jersey City,SUSPENDED,DMAT,22-09-1992,38521,7254553288,Y,1543
A00193,C00193,Cailin,Stokes,San Andrés,INACTIVE,SAVINGS,17-09-1992,39053,7476754743,Y,1331
A00523,C00523,Alan,Townend,Honolulu,INACTIVE,SAVINGS,12-08-1992,48536,8134926679,N,3391
A00653,C00653,Bryon,Rogers,Lyon,SUSPENDED,DMAT,04-08-1992,18971,9662328223,Y,6542
A01042,C01042,Lucas,Wilton,Irving,SUSPENDED,DMAT,23-07-1992,26042,8364691636,N,1696
A00854,C00854,Alma,Grey,Milwaukee,ACTIVE,CURRENT,12-07-1992,39428,7277472453,Y,4058
A00927,C00927,Freya,Collins,Fort Lauderdale,INACTIVE,SAVINGS,27-06-1992,41768,9384499382,N,8988
A00982,C00982,Deborah,Ainsworth,Columbus,INACTIVE,SAVINGS,19-06-1992,34204,9773345528,N,8705
A01362,C01362,Wade,Samuel,Tokyo,INACTIVE,SAVINGS,01-06-1992,32817,6751584159,N,6438
A00145,C00145,Daquan,Ferguson,Lebach,ACTIVE,CURRENT,12-05-1992,46954,7278232386,Y,5107
A00890,C00890,Dasha,Nanton,Jersey City,ACTIVE,CURRENT,03-05-1992,48204,8814527358,Y,1778
A00779,C00779,Kurt,Robertson,Kansas City,SUSPENDED,DMAT,02-05-1992,18587,8775446176,N,7277
A00053,C00053,Rudyard,Pugh,Kamarhati,SUSPENDED,DMAT,17-04-1992,44209,7656797429,Y,4128
A00496,C00496,Teagan,Hudson,Alcobendas,ACTIVE,CURRENT,16-04-1992,26483,9334622494,N,5164
A00114,C00114,Brian,Deleon,Stalowa Wola,INACTIVE,SAVINGS,27-03-1992,32265,9137552154,Y,2749
A00437,C00437,Stacy,Orr,Limbach-Oberfrohna,INACTIVE,SAVINGS,25-03-1992,45167,8611523558,Y,8983
A00954,C00954,Daniel,Johnson,Long Beach,INACTIVE,SAVINGS,19-03-1992,36147,9495332452,N,1404
A01065,C01065,Gladys,Forth,Miami,ACTIVE,CURRENT,17-03-1992,19814,7258621657,Y,1192
A00084,C00084,Kyra,Byers,Torres del Paine,ACTIVE,CURRENT,05-03-1992,47461,7782145931,N,5909
A00087,C00087,Yoshio,Huber,Alajuela,INACTIVE,SAVINGS,01-03-1992,46579,6839344765,N,5125
A01464,C01464,Anthony,Gordon,Wien,SUSPENDED,DMAT,01-03-1992,42574,8527769754,Y,4355
A00643,C00643,Penny,Keys,Zurich,SUSPENDED,DMAT,08-02-1992,38564,9536588277,N,4754
A01497,C01497,Margot,Baker,Glendale,INACTIVE,SAVINGS,23-12-1991,35968,6871353453,N,5738
A01284,C01284,Olivia,Umney,Moreno Valley,SUSPENDED,DMAT,12-12-1991,16575,7456783285,Y,8730
A00696,C00696,Adelaide,Spencer,Garland,SUSPENDED,DMAT,08-12-1991,35834,9747832165,N,9692
A00492,C00492,Carissa,Fox,Borlänge,INACTIVE,SAVINGS,14-11-1991,39533,7464455244,N,1898
A00074,C00074,Kylan,Mooney,San Vicente del Caguán,ACTIVE,CURRENT,06-11-1991,17082,6275687735,Y,5473
A00229,C00229,Kimberly,Sullivan,Oslo,INACTIVE,SAVINGS,03-11-1991,35235,6368346867,Y,3844
A00989,C00989,Vicky,Wild,Wien,INACTIVE,SAVINGS,30-10-1991,19349,6526423955,Y,2990
A01216,C01216,Isabella,Gavin,Chicago,ACTIVE,CURRENT,28-10-1991,41702,9449347339,Y,7901
A01477,C01477,Jacob,Russell,Tallahassee,ACTIVE,CURRENT,18-10-1991,37314,6971246846,N,9481
A00832,C00832,Fred,Harris,Bakersfield,SUSPENDED,DMAT,17-10-1991,44724,8671174252,N,4766
A00276,C00276,Reuben,Stein,Piotrków Trybunalski,INACTIVE,SAVINGS,13-09-1991,34300,6584744233,N,7998
A00052,C00052,Cruz,Morin,Hattian Bala,SUSPENDED,DMAT,17-08-1991,47870,9135832656,N,6917
A01100,C01100,Nick,Dallas,Worcester,ACTIVE,CURRENT,16-08-1991,33352,6729419685,Y,4121
A01020,C01020,Carl,Lyon,Madrid,ACTIVE,CURRENT,12-08-1991,37303,9373379854,Y,5826
A00274,C00274,Kevin,Holland,Turrialba,INACTIVE,SAVINGS,08-08-1991,18267,8554541385,Y,4428
A01451,C01451,Ciara,Oatway,Lancaster,ACTIVE,CURRENT,07-07-1991,43536,8534275786,Y,7224
A01301,C01301,Lana,Lynn,Prague,INACTIVE,SAVINGS,03-07-1991,33645,6575621268,N,9620
A00470,C00470,Ramona,Wooten,Villarrica,ACTIVE,CURRENT,02-07-1991,26309,8521354161,Y,9272
A00728,C00728,Marvin,Glass,Los Angeles,ACTIVE,CURRENT,02-07-1991,46993,8324836796,N,7565
A00210,C00210,Cathleen,Nielsen,Nha Trang,ACTIVE,CURRENT,26-06-1991,15422,8446218736,Y,8067
A00395,C00395,Dolan,Alford,Quesada,SUSPENDED,DMAT,27-05-1991,19857,7628284783,N,5463
A01252,C01252,Tyler,Ingram,Quebec,ACTIVE,CURRENT,24-05-1991,32819,8563598744,Y,6092
A00587,C00587,Carol,Bradley,Toledo,INACTIVE,SAVINGS,20-05-1991,35290,8766345684,N,2263
A01005,C01005,Bethany,Robertson,Valetta,INACTIVE,SAVINGS,10-05-1991,36643,6572786269,Y,6359
A00569,C00569,Dani,Farrant,Milano,INACTIVE,SAVINGS,23-04-1991,21755,9528587647,Y,3123
A00668,C00668,Crystal,Kennedy,Milano,INACTIVE,SAVINGS,12-04-1991,17132,9495687229,N,8255
A00585,C00585,Shay,Whitmore,Garland,INACTIVE,SAVINGS,05-04-1991,19897,9434958866,Y,1811
A01129,C01129,Doug,Clayton,St. Louis,INACTIVE,SAVINGS,24-03-1991,32003,7492456464,Y,6468
A01015,C01015,Candace,Webster,Houston,SUSPENDED,DMAT,19-03-1991,23374,8685737462,N,2824
A01353,C01353,Mason,Fields,Escondido,INACTIVE,SAVINGS,09-03-1991,18609,7749323422,N,9825
A00526,C00526,Jane,Abbot,Albuquerque,SUSPENDED,DMAT,04-03-1991,37298,7946676988,Y,2035
A01202,C01202,Sara,Rowan,London,INACTIVE,SAVINGS,21-02-1991,16464,6552658638,N,3618
A00354,C00354,Chloe,Preston,Quenast,ACTIVE,CURRENT,09-02-1991,41127,6652974691,Y,1933
A00222,C00222,Aidan,Jensen,Ceuta,INACTIVE,SAVINGS,30-01-1991,35348,8963991746,Y,3711
A00724,C00724,Helen,Swan,Zurich,SUSPENDED,DMAT,22-01-1991,26336,7884836544,N,3681
A00025,C00025,Lael,Guerrero,Dunoon,SUSPENDED,DMAT,18-01-1991,23124,8233384182,Y,2055
A00269,C00269,Baxter,Ramos,Leoben,SUSPENDED,DMAT,15-01-1991,33810,9631538526,Y,4724
A01118,C01118,Hope,Morris,Otawa,ACTIVE,CURRENT,08-01-1991,33540,7478258512,N,4447
A00041,C00041,Rowan,Mccarty,Arauca,INACTIVE,SAVINGS,12-12-1990,47651,7175842368,Y,3723
A00867,C00867,Daron,Huggins,Henderson,SUSPENDED,DMAT,23-11-1990,32277,8574359197,N,7847
A00184,C00184,Beau,Hooper,Papasidero,INACTIVE,SAVINGS,12-11-1990,19768,6387354443,N,1610
A01347,C01347,Carina,Wallace,Hayward,SUSPENDED,DMAT,12-11-1990,21462,6725297365,Y,5459
A01273,C01273,Marina,Vince,Murfreesboro,INACTIVE,SAVINGS,27-10-1990,33120,6123912484,N,8178
A01242,C01242,Danielle,Bishop,Amarillo,SUSPENDED,DMAT,23-10-1990,39384,8658274177,N,9752
A00451,C00451,Angela,Guzman,Qambar Shahdadkot,ACTIVE,CURRENT,07-09-1990,32468,6399641664,N,1734
A01043,C01043,Tyson,Hobson,Lancaster,SUSPENDED,DMAT,30-08-1990,16434,8153739154,N,9838
A01447,C01447,Christy,Egerton,Amarillo,SUSPENDED,DMAT,25-08-1990,36886,8495455347,Y,9692
A00137,C00137,Hanae,Shepherd,Sunderland,ACTIVE,CURRENT,24-08-1990,18763,6468716325,Y,4897
A01303,C01303,Paula,Harper,Washington,SUSPENDED,DMAT,21-08-1990,44895,9736834348,Y,6581
A00146,C00146,Jane,Montoya,Dangjin,ACTIVE,CURRENT,05-08-1990,48439,6467154268,Y,5621
A00899,C00899,Clint,Holmes,Detroit,ACTIVE,CURRENT,04-08-1990,15607,8269864497,N,3834
A00413,C00413,Christopher,Hughes,Lozova,SUSPENDED,DMAT,31-07-1990,49597,6726447787,Y,1692
A01037,C01037,Elijah,Walker,Louisville,ACTIVE,CURRENT,09-07-1990,42784,7387557818,Y,7289
A00315,C00315,Robin,Atkinson,El Salvador,SUSPENDED,DMAT,03-07-1990,34867,9297752266,N,2980
A00917,C00917,Winnie,Wellington,Irving,ACTIVE,CURRENT,01-07-1990,32157,8658654683,Y,4134
A00348,C00348,Winifred,Mccormick,Borsbeek,INACTIVE,SAVINGS,14-06-1990,16091,9586634375,N,6404
A00739,C00739,Danielle,Reid,Jersey City,INACTIVE,SAVINGS,03-06-1990,34574,9924544987,N,8760
A01209,C01209,Fiona,Emerson,Quebec,ACTIVE,CURRENT,26-05-1990,16967,8241754594,Y,2227
A00378,C00378,Driscoll,Wells,Penza,SUSPENDED,DMAT,23-05-1990,20245,8887864934,Y,2837
A00795,C00795,Angel,Wright,Los Angeles,SUSPENDED,DMAT,09-05-1990,22563,9385383884,N,9391
A00695,C00695,Jayden,Robe,Valetta,INACTIVE,SAVINGS,29-04-1990,29953,7782937623,N,6732
A00379,C00379,Lara,Black,Shimla,ACTIVE,CURRENT,24-04-1990,49399,7298268884,N,7758
A00338,C00338,Clayton,Mack,Juárez,INACTIVE,SAVINGS,23-04-1990,48744,6436296977,Y,6832
A00075,C00075,Nina,Barrett,Córdoba,ACTIVE,CURRENT,20-04-1990,43088,9873349823,N,9181
A00637,C00637,Sadie,Rosenbloom,Houston,ACTIVE,CURRENT,19-04-1990,31770,8159822136,Y,3129
A01440,C01440,Liam,Bryson,St. Louis,ACTIVE,CURRENT,12-04-1990,19472,8523232479,Y,3756
A00486,C00486,Phillip,Chen,Jecheon,SUSPENDED,DMAT,02-04-1990,22959,7612875782,Y,7640
A00495,C00495,Finn,Newman,Lidköping,SUSPENDED,DMAT,18-03-1990,17842,9686248643,N,2086
A00262,C00262,Gregory,Odom,Sagamu,ACTIVE,CURRENT,10-03-1990,21975,6598723764,Y,9185
A01110,C01110,Rosalie,Rose,Stockton,ACTIVE,CURRENT,03-03-1990,38332,9959172335,N,4538
A00308,C00308,Sean,Hobbs,Nagaon,ACTIVE,CURRENT,26-02-1990,48860,9877165943,N,1762
A01322,C01322,Phoebe,Barrett,Philadelphia,SUSPENDED,DMAT,11-02-1990,24808,8336552843,N,5281
A01377,C01377,Bryon,Ring,Stockton,ACTIVE,CURRENT,31-01-1990,27839,8764625479,N,4575
A00762,C00762,Melinda,Murray,Houston,ACTIVE,CURRENT,30-01-1990,39376,8277445554,Y,8984
A01169,C01169,Caleb,Radley,Scottsdale,SUSPENDED,DMAT,24-01-1990,25497,8896164758,Y,6762
A00195,C00195,Ori,Zamora,Dessau,INACTIVE,SAVINGS,14-01-1990,18116,7857653286,N,7376
A01476,C01476,Henry,Ingram,Memphis,ACTIVE,CURRENT,02-01-1990,19363,6884867476,Y,1600
A00472,C00472,Lee,Gross,Bauchi,INACTIVE,SAVINGS,24-12-1989,44605,8672986345,N,6622
A00797,C00797,Noemi,Dixon,Miami,SUSPENDED,DMAT,22-12-1989,30493,8748357282,Y,4774
A00095,C00095,William,Stuart,Drammen,INACTIVE,SAVINGS,18-12-1989,42805,7244255322,N,3233
A00204,C00204,Carl,Tyler,Canberra,INACTIVE,SAVINGS,08-12-1989,34450,8251337778,N,1361
A00367,C00367,Hashim,Mendoza,Hisar,SUSPENDED,DMAT,17-11-1989,40979,9378545544,N,1838
A01076,C01076,Tyler,Stuart,Irving,INACTIVE,SAVINGS,13-11-1989,40584,9262848795,Y,5038
A00958,C00958,Alan,Donovan,Milwaukee,SUSPENDED,DMAT,10-11-1989,21827,8424221286,N,7613
A01299,C01299,Carla,Bentley,Springfield,INACTIVE,SAVINGS,19-10-1989,44258,9289228369,Y,3404
A00403,C00403,Andrew,Cantu,Panjgur,SUSPENDED,DMAT,11-10-1989,15701,6376135778,N,8446
A00652,C00652,Christy,Gaynor,Chicago,SUSPENDED,DMAT,15-09-1989,16449,6834637795,N,8269
A00819,C00819,Nathan,Calderwood,Charlotte,INACTIVE,SAVINGS,15-09-1989,38571,7836114753,N,3291
A00559,C00559,Holly,Gilmore,Omaha,INACTIVE,SAVINGS,29-07-1989,25555,8288887636,N,8735
A00273,C00273,Isabella,Carver,Toruń,ACTIVE,CURRENT,26-07-1989,43286,6541897133,Y,7213
A00814,C00814,Rosemary,Benson,Denver,SUSPENDED,DMAT,23-07-1989,39583,8238622132,Y,9283
A00861,C00861,Julius,Rowlands,Reno,ACTIVE,CURRENT,29-06-1989,24445,6287339277,Y,1148
A00573,C00573,Owen,Malone,Philadelphia,ACTIVE,CURRENT,26-06-1989,29592,7864515756,Y,6928
A01378,C01378,Jacob,Kent,Albuquerque,ACTIVE,CURRENT,08-06-1989,17355,8897638971,N,8726
A00543,C00543,Rick,Parker,Memphis,SUSPENDED,DMAT,04-06-1989,26140,6626326356,N,9632
A01349,C01349,Rosalie,Niles,Lakewood,SUSPENDED,DMAT,04-06-1989,29797,9732123577,N,9715
A00188,C00188,Kermit,Goodman,Mường Lay,SUSPENDED,DMAT,31-05-1989,39117,8237824832,N,4097
A01293,C01293,Enoch,Mann,Tallahassee,SUSPENDED,DMAT,30-05-1989,45618,6666828345,N,7422
A00339,C00339,Audrey,Maxwell,Korosten,INACTIVE,SAVINGS,23-05-1989,18015,7476754572,N,6617
A01327,C01327,Marilyn,Summers,Long Beach,INACTIVE,SAVINGS,17-05-1989,29858,6371967866,Y,9135
A01410,C01410,David,Salt,Lisbon,SUSPENDED,DMAT,14-05-1989,16789,6436583361,N,8804
A01483,C01483,Hank,Wild,Zurich,SUSPENDED,DMAT,12-05-1989,16976,9962664174,Y,3375
A01210,C01210,Sonya,Sylvester,Philadelphia,INACTIVE,SAVINGS,14-04-1989,38102,6797287748,N,7746
A00956,C00956,Aileen,Addis,Lincoln,SUSPENDED,DMAT,13-04-1989,47658,8853143121,Y,4440
A00981,C00981,Mavis,Wigley,Philadelphia,INACTIVE,SAVINGS,03-04-1989,28939,9828363488,Y,5616
A01206,C01206,Nina,Benfield,Las Vegas,SUSPENDED,DMAT,11-03-1989,20415,9329856865,N,9346
A00612,C00612,Susan,Duvall,Wien,INACTIVE,SAVINGS,04-03-1989,40033,8739469995,N,3517
A01431,C01431,Ema,Lakey,Saint Paul,ACTIVE,CURRENT,28-01-1989,26639,9723135523,Y,8600
A00134,C00134,Rudyard,Alvarez,Coevorden,SUSPENDED,DMAT,23-01-1989,30016,7394397276,Y,7738
A00553,C00553,Estrella,Rogers,Chicago,SUSPENDED,DMAT,16-01-1989,42705,9846888255,Y,9986
A00606,C00606,Rihanna,Ellery,San Bernardino,SUSPENDED,DMAT,28-12-1988,45142,6679432621,Y,1065
A00301,C00301,Evan,Carlson,Barranco Minas,INACTIVE,SAVINGS,07-12-1988,19865,8562738164,Y,2386
A00729,C00729,Chelsea,Doherty,Fayetteville,INACTIVE,SAVINGS,05-12-1988,43926,6483452282,Y,5307
A00390,C00390,Katelyn,Abbott,Cork,ACTIVE,CURRENT,16-11-1988,20322,9452977267,Y,9737
A01039,C01039,Harmony,Sherry,Baltimore,INACTIVE,SAVINGS,10-11-1988,38930,9244813917,N,4598
A00972,C00972,Leilani,Glass,Ontario,INACTIVE,SAVINGS,24-10-1988,30745,6715714642,Y,8098
A00394,C00394,Mohammad,Spence,Sichuan,SUSPENDED,DMAT,19-10-1988,48607,7771341115,Y,7843
A00500,C00500,Scott,Townsend,Molde,INACTIVE,SAVINGS,30-09-1988,34780,6448235454,N,3764
A00457,C00457,Avye,Chavez,Tampines,SUSPENDED,DMAT,16-09-1988,39123,8538374297,Y,6189
A01403,C01403,Carina,Cooper,Rome,SUSPENDED,DMAT,12-09-1988,22008,9483983123,Y,3019
A00801,C00801,Tom,Dann,Quebec,INACTIVE,SAVINGS,09-09-1988,46754,6875567463,Y,9333
A01223,C01223,Sabrina,Matthews,Philadelphia,SUSPENDED,DMAT,04-09-1988,26193,9742371979,N,1537
A01425,C01425,Isabel,Watson,Indianapolis,INACTIVE,SAVINGS,02-09-1988,30663,9866768363,N,7639
A01059,C01059,Carla,Appleton,Paris,INACTIVE,SAVINGS,22-08-1988,49516,8152554882,N,8253
A01073,C01073,Bart,Robertson,Washington,ACTIVE,CURRENT,19-08-1988,44535,8175244671,Y,3569
A01097,C01097,Lara,Gibson,San Diego,SUSPENDED,DMAT,18-08-1988,16371,7893555481,Y,8526
A00752,C00752,Liliana,Hepburn,Reno,SUSPENDED,DMAT,13-08-1988,39306,9356758527,N,1185
A00880,C00880,Bryon,Hopkins,Louisville,ACTIVE,CURRENT,06-08-1988,41493,7835615263,N,8308
A00438,C00438,Todd,Riley,Niterói,INACTIVE,SAVINGS,29-07-1988,35058,7991383723,Y,6441
A00915,C00915,Victoria,Walker,Lyon,ACTIVE,CURRENT,28-07-1988,28708,7818617855,N,7443
A00836,C00836,Nick,Tindall,Las Vegas,ACTIVE,CURRENT,24-07-1988,27516,7458714439,N,2179
A00109,C00109,Colton,Yates,Donosti,ACTIVE,CURRENT,11-07-1988,18147,8783255872,Y,5676
A01392,C01392,Marina,Marshall,Chicago,SUSPENDED,DMAT,15-06-1988,30151,9484164364,Y,2594
A00012,C00012,Fletcher,Booker,Panjgur,ACTIVE,CURRENT,12-06-1988,46183,6451637684,N,8615
A01488,C01488,Rick,Douglas,Houston,INACTIVE,SAVINGS,28-05-1988,49281,7919826219,Y,9737
A01288,C01288,Martin,Whinter,San Bernardino,ACTIVE,CURRENT,26-05-1988,31984,7695453738,Y,2165
A00143,C00143,Karina,Melendez,Bhimber,SUSPENDED,DMAT,13-05-1988,49611,9743557623,N,6083
A01079,C01079,Payton,Gunn,Tallahassee,SUSPENDED,DMAT,21-04-1988,17290,8572885466,N,7721
A01411,C01411,Hayden,Thatcher,Berlin,SUSPENDED,DMAT,07-04-1988,45997,9636556923,Y,2508
A01114,C01114,Adelaide,Rigg,San Jose,SUSPENDED,DMAT,18-03-1988,17654,6529967882,N,7167
A00850,C00850,John,Norman,San Francisco,SUSPENDED,DMAT,14-03-1988,28644,8726476987,Y,1686
A00630,C00630,Johnny,Rosenbloom,Lancaster,INACTIVE,SAVINGS,06-03-1988,25207,9225644117,Y,3283
A00359,C00359,Tanek,Mathis,Guizhou,SUSPENDED,DMAT,25-02-1988,38877,7986583175,N,3190
A00634,C00634,Sage,Brown,Paris,SUSPENDED,DMAT,10-02-1988,27659,7112614267,Y,4640
A01469,C01469,Javier,Furnell,Minneapolis,ACTIVE,CURRENT,25-01-1988,40867,6758987777,N,1649
A00601,C00601,Piper,Booth,Saint Paul,ACTIVE,CURRENT,23-01-1988,41265,7734618864,Y,9496
